deal_id,valid_from,funnel_step_number,stage_name,historical_owner_name
520431,2024-08-25 13:27:15,1.0,Lead Generation,
520431,2024-10-05 13:27:15,1.0,Lead Generation,Michelle Luna
520431,2024-10-20 13:27:15,2.0,Qualified lead,Michelle Luna
520431,2024-10-23 13:27:15,3.0,Needs Assessment,Michelle Luna
520431,2024-10-24 13:27:15,5.0,Negotiation,Michelle Luna
520431,2024-11-02 13:27:15,6.0,Closing,Michelle Luna
520782,2024-02-21 10:42:48,1.0,Lead Generation,
520782,2024-04-02 10:42:48,1.0,Lead Generation,Michelle Smith
520782,2024-04-22 10:42:48,7.0,Implementation/Onboarding,Michelle Smith
521068,2024-04-03 17:09:33,1.0,Lead Generation,
521068,2024-05-06 17:09:33,1.0,Lead Generation,Jill Henson
521068,2024-05-12 17:09:33,2.0,Qualified lead,Jill Henson
521068,2024-05-15 17:09:33,3.0,Needs Assessment,Jill Henson
521068,2024-06-11 17:09:33,7.0,Implementation/Onboarding,Jill Henson
521524,2024-04-23 09:21:50,1.0,Lead Generation,
521524,2024-05-19 09:21:50,1.0,Lead Generation,Natalie Johnson
521524,2024-06-09 09:21:50,2.0,Qualified lead,Natalie Johnson
521524,2024-06-25 09:21:50,3.0,Needs Assessment,Natalie Johnson
521524,2024-07-22 09:21:50,5.0,Negotiation,Natalie Johnson
521524,2024-07-26 09:21:50,7.0,Implementation/Onboarding,Natalie Johnson
521524,2024-08-22 09:21:50,8.0,Follow-up/Customer Success,Natalie Johnson
522123,2024-07-11 17:35:42,1.0,Lead Generation,
522123,2024-07-28 17:35:42,1.0,Lead Generation,Rebecca Kaiser
522123,2024-08-16 17:35:42,5.0,Negotiation,Rebecca Kaiser
522123,2024-08-31 17:35:42,9.0,Renewal/Expansion,Rebecca Kaiser
522145,2024-06-18 07:57:30,1.0,Lead Generation,
522145,2024-07-11 07:57:30,1.0,Lead Generation,Tanya Spears
522145,2024-08-09 07:57:30,2.0,Qualified lead,Tanya Spears
522145,2024-09-03 07:57:30,4.0,Proposal/Quote Preparation,Tanya Spears
522145,2024-09-28 07:57:30,7.0,Implementation/Onboarding,Tanya Spears
522145,2024-09-29 07:57:30,9.0,Renewal/Expansion,Tanya Spears
522540,2024-07-22 22:01:43,1.0,Lead Generation,
522540,2024-09-09 22:01:43,1.0,Lead Generation,Jessica Flowers
522540,2024-09-19 22:01:43,2.0,Qualified lead,Jessica Flowers
522540,2024-09-24 22:01:43,4.0,Proposal/Quote Preparation,Jessica Flowers
522752,2024-02-13 19:24:49,1.0,Lead Generation,
522752,2024-03-31 19:24:49,1.0,Lead Generation,Lisa Gonzalez
522752,2024-04-30 19:24:49,2.0,Qualified lead,Lisa Gonzalez
522752,2024-05-10 19:24:49,4.0,Proposal/Quote Preparation,Lisa Gonzalez
522895,2024-07-29 03:47:23,1.0,Lead Generation,
522895,2024-09-13 03:47:23,1.0,Lead Generation,Nathan Wilson
522895,2024-09-16 03:47:23,2.0,Qualified lead,Nathan Wilson
522895,2024-09-23 03:47:23,3.0,Needs Assessment,Nathan Wilson
522895,2024-10-18 03:47:23,5.0,Negotiation,Nathan Wilson
522895,2024-11-05 03:47:23,7.0,Implementation/Onboarding,Nathan Wilson
524928,2024-09-06 19:03:58,1.0,Lead Generation,
524928,2024-10-12 19:03:58,1.0,Lead Generation,Rebekah Parker
524928,2024-10-17 19:03:58,2.0,Qualified lead,Rebekah Parker
524928,2024-11-13 19:03:58,3.0,Needs Assessment,Rebekah Parker
524928,2024-11-21 19:03:58,4.0,Proposal/Quote Preparation,Rebekah Parker
524928,2024-12-08 19:03:58,5.0,Negotiation,Rebekah Parker
524928,2024-12-11 19:03:58,6.0,Closing,Rebekah Parker
524928,2024-12-30 19:03:58,9.0,Renewal/Expansion,Rebekah Parker
525299,2024-02-11 02:39:46,1.0,Lead Generation,
525299,2024-03-22 02:39:46,1.0,Lead Generation,Angela Wright
525299,2024-04-02 02:39:46,2.0,Qualified lead,Angela Wright
525299,2024-04-05 02:39:46,5.0,Negotiation,Angela Wright
526569,2024-06-18 07:38:59,1.0,Lead Generation,
526569,2024-08-07 07:38:59,1.0,Lead Generation,Tony Espinoza
526569,2024-08-16 07:38:59,4.0,Proposal/Quote Preparation,Tony Espinoza
526569,2024-08-21 07:38:59,9.0,Renewal/Expansion,Tony Espinoza
526813,2024-09-12 10:07:02,1.0,Lead Generation,
526813,2024-10-04 10:07:02,1.0,Lead Generation,Sherry Deleon
526813,2024-10-12 10:07:02,4.0,Proposal/Quote Preparation,Sherry Deleon
526813,2024-11-05 10:07:02,6.0,Closing,Sherry Deleon
526813,2024-11-07 10:07:02,8.0,Follow-up/Customer Success,Sherry Deleon
526904,2024-05-02 11:48:38,1.0,Lead Generation,
526904,2024-06-06 11:48:38,1.0,Lead Generation,Michael Hayes
526904,2024-06-20 11:48:38,2.0,Qualified lead,Michael Hayes
526904,2024-06-24 11:48:38,3.0,Needs Assessment,Michael Hayes
526904,2024-07-08 11:48:38,5.0,Negotiation,Michael Hayes
526904,2024-07-29 11:48:38,7.0,Implementation/Onboarding,Michael Hayes
527556,2024-01-06 21:42:32,1.0,Lead Generation,
527556,2024-02-02 21:42:32,1.0,Lead Generation,Wanda Gibson
527556,2024-02-15 21:42:32,2.0,Qualified lead,Wanda Gibson
527556,2024-02-24 21:42:32,3.0,Needs Assessment,Wanda Gibson
527556,2024-03-18 21:42:32,4.0,Proposal/Quote Preparation,Wanda Gibson
527556,2024-04-09 21:42:32,5.0,Negotiation,Wanda Gibson
527760,2024-05-16 02:23:12,1.0,Lead Generation,
527760,2024-05-31 02:23:12,1.0,Lead Generation,Brooke Joyce
527760,2024-06-22 02:23:12,2.0,Qualified lead,Brooke Joyce
527760,2024-07-11 02:23:12,3.0,Needs Assessment,Brooke Joyce
527760,2024-07-27 02:23:12,6.0,Closing,Brooke Joyce
527764,2024-03-18 14:32:45,1.0,Lead Generation,
527764,2024-04-03 14:32:45,1.0,Lead Generation,Loretta Cervantes
527764,2024-04-12 14:32:45,4.0,Proposal/Quote Preparation,Loretta Cervantes
527764,2024-05-06 14:32:45,7.0,Implementation/Onboarding,Loretta Cervantes
528027,2024-06-30 09:39:41,1.0,Lead Generation,
528027,2024-08-08 09:39:41,1.0,Lead Generation,Bryan Flores
528027,2024-08-24 09:39:41,3.0,Needs Assessment,Bryan Flores
528027,2024-09-06 09:39:41,4.0,Proposal/Quote Preparation,Bryan Flores
528027,2024-09-20 09:39:41,5.0,Negotiation,Bryan Flores
528027,2024-09-22 09:39:41,7.0,Implementation/Onboarding,Bryan Flores
529167,2024-04-18 14:50:39,1.0,Lead Generation,
529167,2024-05-21 14:50:39,1.0,Lead Generation,Bradley Hendricks
529167,2024-06-04 14:50:39,2.0,Qualified lead,Bradley Hendricks
529167,2024-06-21 14:50:39,4.0,Proposal/Quote Preparation,Bradley Hendricks
529167,2024-07-07 14:50:39,5.0,Negotiation,Bradley Hendricks
529167,2024-07-27 14:50:39,7.0,Implementation/Onboarding,Bradley Hendricks
529425,2024-03-23 12:43:08,1.0,Lead Generation,
529425,2024-05-21 12:43:08,1.0,Lead Generation,Monica Lee
529425,2024-06-19 12:43:08,4.0,Proposal/Quote Preparation,Monica Lee
529425,2024-06-25 12:43:08,9.0,Renewal/Expansion,Monica Lee
529617,2024-08-31 09:38:09,1.0,Lead Generation,
529617,2024-09-08 09:38:09,1.0,Lead Generation,Jason Johnson
529617,2024-09-16 09:38:09,3.0,Needs Assessment,Jason Johnson
529617,2024-10-13 09:38:09,4.0,Proposal/Quote Preparation,Jason Johnson
530121,2024-07-28 16:26:12,1.0,Lead Generation,
530121,2024-08-19 16:26:12,1.0,Lead Generation,Tiffany Foster
530121,2024-09-04 16:26:12,2.0,Qualified lead,Tiffany Foster
530121,2024-09-05 16:26:12,3.0,Needs Assessment,Tiffany Foster
530121,2024-10-02 16:26:12,5.0,Negotiation,Tiffany Foster
530355,2024-08-03 20:19:48,1.0,Lead Generation,
530355,2024-09-13 20:19:48,1.0,Lead Generation,Sean Fleming
530355,2024-10-01 20:19:48,2.0,Qualified lead,Sean Fleming
530355,2024-10-12 20:19:48,3.0,Needs Assessment,Sean Fleming
530355,2024-10-31 20:19:48,5.0,Negotiation,Sean Fleming
530355,2024-11-24 20:19:48,6.0,Closing,Sean Fleming
530355,2024-12-22 20:19:48,7.0,Implementation/Onboarding,Sean Fleming
530355,2025-01-11 20:19:48,8.0,Follow-up/Customer Success,Sean Fleming
530475,2024-01-22 08:06:49,1.0,Lead Generation,
530475,2024-02-05 08:06:49,1.0,Lead Generation,Cody Hodge
530475,2024-02-11 08:06:49,2.0,Qualified lead,Cody Hodge
530475,2024-02-12 08:06:49,3.0,Needs Assessment,Cody Hodge
530475,2024-02-20 08:06:49,5.0,Negotiation,Cody Hodge
530475,2024-03-17 08:06:49,6.0,Closing,Cody Hodge
530475,2024-03-27 08:06:49,8.0,Follow-up/Customer Success,Cody Hodge
530826,2024-07-11 00:55:04,1.0,Lead Generation,
530826,2024-07-23 00:55:04,1.0,Lead Generation,Michael Newman
530826,2024-07-25 00:55:04,2.0,Qualified lead,Michael Newman
530826,2024-08-16 00:55:04,3.0,Needs Assessment,Michael Newman
530826,2024-09-09 00:55:04,5.0,Negotiation,Michael Newman
530826,2024-09-14 00:55:04,6.0,Closing,Michael Newman
531065,2024-02-03 17:06:17,1.0,Lead Generation,
531065,2024-02-08 17:06:17,1.0,Lead Generation,Caleb Fletcher
531065,2024-02-22 17:06:17,2.0,Qualified lead,Caleb Fletcher
531065,2024-03-06 17:06:17,3.0,Needs Assessment,Caleb Fletcher
531065,2024-03-23 17:06:17,4.0,Proposal/Quote Preparation,Caleb Fletcher
531065,2024-04-22 17:06:17,9.0,Renewal/Expansion,Caleb Fletcher
531221,2024-04-22 12:51:53,1.0,Lead Generation,
531221,2024-05-12 12:51:53,1.0,Lead Generation,Mary Maxwell
531221,2024-05-28 12:51:53,2.0,Qualified lead,Mary Maxwell
531221,2024-06-25 12:51:53,3.0,Needs Assessment,Mary Maxwell
531221,2024-07-25 12:51:53,4.0,Proposal/Quote Preparation,Mary Maxwell
531221,2024-08-10 12:51:53,8.0,Follow-up/Customer Success,Mary Maxwell
531594,2024-01-08 14:12:41,1.0,Lead Generation,
531594,2024-01-25 14:12:41,1.0,Lead Generation,Pamela Chavez
531594,2024-02-13 14:12:41,2.0,Qualified lead,Pamela Chavez
531594,2024-02-14 14:12:41,3.0,Needs Assessment,Pamela Chavez
531594,2024-03-13 14:12:41,5.0,Negotiation,Pamela Chavez
531594,2024-03-14 14:12:41,8.0,Follow-up/Customer Success,Pamela Chavez
531861,2024-04-20 10:07:59,1.0,Lead Generation,
531861,2024-06-19 10:07:59,1.0,Lead Generation,Caitlyn Bryant
531861,2024-07-12 10:07:59,2.0,Qualified lead,Caitlyn Bryant
531861,2024-07-25 10:07:59,3.0,Needs Assessment,Caitlyn Bryant
531861,2024-08-10 10:07:59,4.0,Proposal/Quote Preparation,Caitlyn Bryant
532224,2024-08-22 09:23:11,1.0,Lead Generation,
532224,2024-10-03 09:23:11,1.0,Lead Generation,Shawna Fisher
532224,2024-10-12 09:23:11,2.0,Qualified lead,Shawna Fisher
532224,2024-10-31 09:23:11,3.0,Needs Assessment,Shawna Fisher
532224,2024-11-19 09:23:11,4.0,Proposal/Quote Preparation,Shawna Fisher
533238,2024-05-16 23:57:57,1.0,Lead Generation,
533238,2024-07-22 23:57:57,1.0,Lead Generation,Michelle Smith
533238,2024-08-18 23:57:57,2.0,Qualified lead,Michelle Smith
533238,2024-08-22 23:57:57,3.0,Needs Assessment,Michelle Smith
534488,2024-02-02 12:01:37,1.0,Lead Generation,
534488,2024-02-17 12:01:37,1.0,Lead Generation,Jessica West
534488,2024-03-01 12:01:37,3.0,Needs Assessment,Jessica West
534488,2024-03-30 12:01:37,4.0,Proposal/Quote Preparation,Jessica West
534488,2024-04-16 12:01:37,5.0,Negotiation,Jessica West
534488,2024-05-06 12:01:37,9.0,Renewal/Expansion,Jessica West
534785,2024-08-20 03:41:33,1.0,Lead Generation,
534785,2024-10-01 03:41:33,1.0,Lead Generation,Linda Phillips
534785,2024-10-16 03:41:33,2.0,Qualified lead,Linda Phillips
534785,2024-11-15 03:41:33,3.0,Needs Assessment,Linda Phillips
534785,2024-11-19 03:41:33,5.0,Negotiation,Linda Phillips
534785,2024-11-22 03:41:33,6.0,Closing,Linda Phillips
535150,2024-07-16 04:33:56,1.0,Lead Generation,
535150,2024-09-20 04:33:56,1.0,Lead Generation,Jordan Morgan
535150,2024-10-12 04:33:56,2.0,Qualified lead,Jordan Morgan
535150,2024-10-27 04:33:56,5.0,Negotiation,Jordan Morgan
535150,2024-11-08 04:33:56,6.0,Closing,Jordan Morgan
535435,2024-05-07 04:15:26,1.0,Lead Generation,
535435,2024-05-29 04:15:26,1.0,Lead Generation,Jamie Hughes
535435,2024-06-01 04:15:26,2.0,Qualified lead,Jamie Hughes
535435,2024-06-11 04:15:26,3.0,Needs Assessment,Jamie Hughes
535435,2024-06-23 04:15:26,4.0,Proposal/Quote Preparation,Jamie Hughes
535435,2024-07-02 04:15:26,6.0,Closing,Jamie Hughes
535435,2024-07-27 04:15:26,9.0,Renewal/Expansion,Jamie Hughes
536166,2024-08-06 21:30:16,1.0,Lead Generation,
536166,2024-09-01 21:30:16,1.0,Lead Generation,Daniel Sullivan
536166,2024-09-27 21:30:16,6.0,Closing,Daniel Sullivan
536166,2024-10-23 21:30:16,8.0,Follow-up/Customer Success,Daniel Sullivan
536278,2024-04-19 16:02:13,1.0,Lead Generation,
536278,2024-06-11 16:02:13,1.0,Lead Generation,Amanda Fleming
536278,2024-06-17 16:02:13,3.0,Needs Assessment,Amanda Fleming
536278,2024-06-24 16:02:13,5.0,Negotiation,Amanda Fleming
536278,2024-06-27 16:02:13,6.0,Closing,Amanda Fleming
536568,2024-04-09 01:09:33,1.0,Lead Generation,
536568,2024-06-06 01:09:33,1.0,Lead Generation,Rebecca Steele
536568,2024-07-01 01:09:33,2.0,Qualified lead,Rebecca Steele
536568,2024-07-17 01:09:33,3.0,Needs Assessment,Rebecca Steele
536568,2024-08-08 01:09:33,4.0,Proposal/Quote Preparation,Rebecca Steele
536568,2024-09-07 01:09:33,5.0,Negotiation,Rebecca Steele
536568,2024-09-23 01:09:33,8.0,Follow-up/Customer Success,Rebecca Steele
537535,2024-05-26 02:52:05,1.0,Lead Generation,
537535,2024-07-19 02:52:05,1.0,Lead Generation,Barbara Bass MD
537535,2024-07-24 02:52:05,2.0,Qualified lead,Barbara Bass MD
537535,2024-08-08 02:52:05,3.0,Needs Assessment,Barbara Bass MD
537535,2024-08-20 02:52:05,7.0,Implementation/Onboarding,Barbara Bass MD
537743,2024-08-06 21:45:40,1.0,Lead Generation,
537743,2024-09-09 21:45:40,1.0,Lead Generation,Craig Cole
537743,2024-09-21 21:45:40,2.0,Qualified lead,Craig Cole
537743,2024-09-22 21:45:40,3.0,Needs Assessment,Craig Cole
537743,2024-09-27 21:45:40,5.0,Negotiation,Craig Cole
537743,2024-10-11 21:45:40,7.0,Implementation/Onboarding,Craig Cole
537743,2024-10-13 21:45:40,8.0,Follow-up/Customer Success,Craig Cole
538169,2024-09-06 21:12:01,1.0,Lead Generation,
538169,2024-10-06 21:12:01,1.0,Lead Generation,Karen James
538169,2024-10-21 21:12:01,2.0,Qualified lead,Karen James
538169,2024-11-08 21:12:01,9.0,Renewal/Expansion,Karen James
538368,2024-05-01 19:18:22,1.0,Lead Generation,
538368,2024-06-23 19:18:22,1.0,Lead Generation,Mary Mcpherson
538368,2024-07-13 19:18:22,2.0,Qualified lead,Mary Mcpherson
538368,2024-08-10 19:18:22,3.0,Needs Assessment,Mary Mcpherson
538368,2024-08-20 19:18:22,6.0,Closing,Mary Mcpherson
539109,2024-01-23 15:28:14,1.0,Lead Generation,
539109,2024-03-03 15:28:14,1.0,Lead Generation,Sharon Romero
539109,2024-03-11 15:28:14,2.0,Qualified lead,Sharon Romero
539109,2024-03-25 15:28:14,3.0,Needs Assessment,Sharon Romero
539109,2024-04-01 15:28:14,9.0,Renewal/Expansion,Sharon Romero
539479,2024-06-08 21:53:09,1.0,Lead Generation,
539479,2024-07-06 21:53:09,1.0,Lead Generation,Victoria Howard
539479,2024-08-05 21:53:09,2.0,Qualified lead,Victoria Howard
539479,2024-08-22 21:53:09,3.0,Needs Assessment,Victoria Howard
539479,2024-08-31 21:53:09,4.0,Proposal/Quote Preparation,Victoria Howard
539725,2024-04-18 09:45:32,1.0,Lead Generation,
539725,2024-06-09 09:45:32,1.0,Lead Generation,Max Herrera
539725,2024-06-15 09:45:32,4.0,Proposal/Quote Preparation,Max Herrera
539725,2024-07-12 09:45:32,8.0,Follow-up/Customer Success,Max Herrera
540286,2024-02-15 23:55:30,1.0,Lead Generation,
540286,2024-02-29 23:55:30,1.0,Lead Generation,Jeffrey Gardner
540286,2024-03-24 23:55:30,3.0,Needs Assessment,Jeffrey Gardner
540286,2024-04-06 23:55:30,4.0,Proposal/Quote Preparation,Jeffrey Gardner
541788,2024-03-16 04:26:23,1.0,Lead Generation,
541788,2024-04-16 04:26:23,1.0,Lead Generation,Russell Stewart
541788,2024-04-18 04:26:23,3.0,Needs Assessment,Russell Stewart
541788,2024-05-05 04:26:23,4.0,Proposal/Quote Preparation,Russell Stewart
541788,2024-05-21 04:26:23,5.0,Negotiation,Russell Stewart
542161,2024-04-20 01:04:13,1.0,Lead Generation,
542161,2024-05-14 01:04:13,1.0,Lead Generation,Chad Frank
542161,2024-06-05 01:04:13,2.0,Qualified lead,Chad Frank
542161,2024-06-19 01:04:13,3.0,Needs Assessment,Chad Frank
542161,2024-06-30 01:04:13,4.0,Proposal/Quote Preparation,Chad Frank
542161,2024-07-14 01:04:13,5.0,Negotiation,Chad Frank
542161,2024-07-18 01:04:13,9.0,Renewal/Expansion,Chad Frank
542173,2024-03-27 09:13:41,1.0,Lead Generation,
542173,2024-04-07 09:13:41,1.0,Lead Generation,Jessica Wright
542173,2024-04-10 09:13:41,2.0,Qualified lead,Jessica Wright
542173,2024-04-12 09:13:41,3.0,Needs Assessment,Jessica Wright
542173,2024-05-01 09:13:41,6.0,Closing,Jessica Wright
542416,2024-04-09 11:56:58,1.0,Lead Generation,
542416,2024-06-22 11:56:58,1.0,Lead Generation,Philip Burns
542416,2024-07-08 11:56:58,3.0,Needs Assessment,Philip Burns
542416,2024-07-31 11:56:58,4.0,Proposal/Quote Preparation,Philip Burns
542416,2024-08-05 11:56:58,5.0,Negotiation,Philip Burns
542416,2024-08-16 11:56:58,6.0,Closing,Philip Burns
542678,2024-05-09 23:54:58,1.0,Lead Generation,
542678,2024-06-15 23:54:58,1.0,Lead Generation,Dr. Jennifer Walters DDS
542678,2024-07-07 23:54:58,2.0,Qualified lead,Dr. Jennifer Walters DDS
542678,2024-07-24 23:54:58,3.0,Needs Assessment,Dr. Jennifer Walters DDS
542678,2024-08-04 23:54:58,4.0,Proposal/Quote Preparation,Dr. Jennifer Walters DDS
542678,2024-08-27 23:54:58,7.0,Implementation/Onboarding,Dr. Jennifer Walters DDS
542678,2024-09-17 23:54:58,8.0,Follow-up/Customer Success,Dr. Jennifer Walters DDS
543159,2024-04-07 01:52:31,1.0,Lead Generation,
543159,2024-04-22 01:52:31,1.0,Lead Generation,Grace Jones
543159,2024-05-19 01:52:31,2.0,Qualified lead,Grace Jones
543159,2024-06-02 01:52:31,3.0,Needs Assessment,Grace Jones
543159,2024-06-29 01:52:31,4.0,Proposal/Quote Preparation,Grace Jones
543159,2024-07-07 01:52:31,5.0,Negotiation,Grace Jones
543159,2024-07-28 01:52:31,6.0,Closing,Grace Jones
543159,2024-07-31 01:52:31,7.0,Implementation/Onboarding,Grace Jones
543159,2024-08-22 01:52:31,9.0,Renewal/Expansion,Grace Jones
545695,2024-01-19 18:44:10,1.0,Lead Generation,
545695,2024-03-07 18:44:10,1.0,Lead Generation,Darlene Gonzalez
545695,2024-03-18 18:44:10,2.0,Qualified lead,Darlene Gonzalez
545695,2024-03-29 18:44:10,4.0,Proposal/Quote Preparation,Darlene Gonzalez
545695,2024-04-10 18:44:10,7.0,Implementation/Onboarding,Darlene Gonzalez
545695,2024-05-01 18:44:10,9.0,Renewal/Expansion,Darlene Gonzalez
546392,2024-04-12 07:18:31,1.0,Lead Generation,
546392,2024-06-25 07:18:31,1.0,Lead Generation,Jennifer Baker
546392,2024-07-21 07:18:31,7.0,Implementation/Onboarding,Jennifer Baker
546590,2024-02-01 00:41:14,1.0,Lead Generation,
546590,2024-02-21 00:41:14,1.0,Lead Generation,Laurie Harris
546590,2024-03-06 00:41:14,2.0,Qualified lead,Laurie Harris
546590,2024-03-31 00:41:14,3.0,Needs Assessment,Laurie Harris
546590,2024-04-19 00:41:14,5.0,Negotiation,Laurie Harris
546590,2024-05-09 00:41:14,9.0,Renewal/Expansion,Laurie Harris
546775,2024-06-10 07:29:49,1.0,Lead Generation,
546775,2024-06-29 07:29:49,1.0,Lead Generation,Brenda Smith
546775,2024-07-17 07:29:49,2.0,Qualified lead,Brenda Smith
546775,2024-07-29 07:29:49,3.0,Needs Assessment,Brenda Smith
546775,2024-08-26 07:29:49,4.0,Proposal/Quote Preparation,Brenda Smith
546816,2024-09-02 13:05:23,1.0,Lead Generation,
546816,2024-10-05 13:05:23,1.0,Lead Generation,Patrick Fletcher
546816,2024-10-16 13:05:23,2.0,Qualified lead,Patrick Fletcher
546816,2024-11-04 13:05:23,3.0,Needs Assessment,Patrick Fletcher
546816,2024-11-24 13:05:23,4.0,Proposal/Quote Preparation,Patrick Fletcher
546864,2024-01-02 07:19:58,1.0,Lead Generation,
546864,2024-01-09 07:19:58,1.0,Lead Generation,Benjamin Garcia
546864,2024-02-03 07:19:58,2.0,Qualified lead,Benjamin Garcia
546864,2024-03-01 07:19:58,3.0,Needs Assessment,Benjamin Garcia
546864,2024-03-14 07:19:58,5.0,Negotiation,Benjamin Garcia
547579,2024-06-07 07:42:39,1.0,Lead Generation,
547579,2024-06-28 07:42:39,1.0,Lead Generation,Geoffrey Bryant
547579,2024-07-15 07:42:39,2.0,Qualified lead,Geoffrey Bryant
547579,2024-08-09 07:42:39,4.0,Proposal/Quote Preparation,Geoffrey Bryant
547579,2024-08-16 07:42:39,6.0,Closing,Geoffrey Bryant
547579,2024-09-07 07:42:39,7.0,Implementation/Onboarding,Geoffrey Bryant
547973,2024-03-11 18:54:47,1.0,Lead Generation,
547973,2024-04-21 18:54:47,1.0,Lead Generation,Jamie Ibarra
547973,2024-05-07 18:54:47,2.0,Qualified lead,Jamie Ibarra
547973,2024-05-30 18:54:47,3.0,Needs Assessment,Jamie Ibarra
547973,2024-06-03 18:54:47,4.0,Proposal/Quote Preparation,Jamie Ibarra
547973,2024-06-30 18:54:47,6.0,Closing,Jamie Ibarra
547973,2024-07-16 18:54:47,7.0,Implementation/Onboarding,Jamie Ibarra
547973,2024-08-12 18:54:47,9.0,Renewal/Expansion,Jamie Ibarra
548310,2024-05-21 11:42:07,1.0,Lead Generation,
548310,2024-06-17 11:42:07,1.0,Lead Generation,Grace Gonzalez
548310,2024-07-17 11:42:07,2.0,Qualified lead,Grace Gonzalez
548310,2024-08-12 11:42:07,3.0,Needs Assessment,Grace Gonzalez
548310,2024-09-06 11:42:07,4.0,Proposal/Quote Preparation,Grace Gonzalez
548635,2024-05-31 23:43:31,1.0,Lead Generation,
548635,2024-06-27 23:43:31,1.0,Lead Generation,Mr. Travis Douglas
548635,2024-07-06 23:43:31,4.0,Proposal/Quote Preparation,Mr. Travis Douglas
548873,2024-03-30 19:49:56,1.0,Lead Generation,
548873,2024-04-19 19:49:56,1.0,Lead Generation,Deborah Cowan
548873,2024-04-25 19:49:56,2.0,Qualified lead,Deborah Cowan
548873,2024-05-23 19:49:56,3.0,Needs Assessment,Deborah Cowan
548873,2024-06-02 19:49:56,5.0,Negotiation,Deborah Cowan
548873,2024-06-25 19:49:56,8.0,Follow-up/Customer Success,Deborah Cowan
549056,2024-06-20 09:05:29,1.0,Lead Generation,
549056,2024-07-10 09:05:29,1.0,Lead Generation,David Holmes
549056,2024-08-07 09:05:29,2.0,Qualified lead,David Holmes
549056,2024-08-16 09:05:29,3.0,Needs Assessment,David Holmes
549056,2024-08-29 09:05:29,7.0,Implementation/Onboarding,David Holmes
549056,2024-09-24 09:05:29,9.0,Renewal/Expansion,David Holmes
549444,2024-06-28 16:27:57,1.0,Lead Generation,
549444,2024-08-16 16:27:57,1.0,Lead Generation,Jaime Barrett
549444,2024-08-29 16:27:57,2.0,Qualified lead,Jaime Barrett
549444,2024-09-21 16:27:57,4.0,Proposal/Quote Preparation,Jaime Barrett
550762,2024-02-25 21:59:31,1.0,Lead Generation,
550762,2024-03-30 21:59:31,1.0,Lead Generation,Ronald Ruiz
550762,2024-04-18 21:59:31,2.0,Qualified lead,Ronald Ruiz
550762,2024-05-09 21:59:31,6.0,Closing,Ronald Ruiz
550797,2024-08-21 13:33:39,1.0,Lead Generation,
550797,2024-10-05 13:33:39,1.0,Lead Generation,Andrew Young
550797,2024-10-13 13:33:39,2.0,Qualified lead,Andrew Young
550797,2024-10-21 13:33:39,4.0,Proposal/Quote Preparation,Andrew Young
550860,2024-06-17 11:34:22,1.0,Lead Generation,
550860,2024-07-17 11:34:22,1.0,Lead Generation,Jaclyn Jackson
550860,2024-08-14 11:34:22,2.0,Qualified lead,Jaclyn Jackson
550860,2024-08-17 11:34:22,3.0,Needs Assessment,Jaclyn Jackson
550860,2024-08-18 11:34:22,9.0,Renewal/Expansion,Jaclyn Jackson
550965,2024-02-25 13:10:15,1.0,Lead Generation,
550965,2024-04-09 13:10:15,1.0,Lead Generation,Jordan Torres
550965,2024-04-30 13:10:15,5.0,Negotiation,Jordan Torres
551746,2024-03-20 17:44:03,1.0,Lead Generation,
551746,2024-04-07 17:44:03,1.0,Lead Generation,Victoria Campbell
551746,2024-04-12 17:44:03,2.0,Qualified lead,Victoria Campbell
551746,2024-05-12 17:44:03,3.0,Needs Assessment,Victoria Campbell
551746,2024-05-31 17:44:03,4.0,Proposal/Quote Preparation,Victoria Campbell
551746,2024-06-19 17:44:03,5.0,Negotiation,Victoria Campbell
551746,2024-06-20 17:44:03,8.0,Follow-up/Customer Success,Victoria Campbell
551746,2024-06-27 17:44:03,9.0,Renewal/Expansion,Victoria Campbell
553199,2024-03-24 13:48:01,1.0,Lead Generation,
553199,2024-04-29 13:48:01,1.0,Lead Generation,Phillip Clark
553199,2024-04-30 13:48:01,3.0,Needs Assessment,Phillip Clark
553199,2024-05-21 13:48:01,8.0,Follow-up/Customer Success,Phillip Clark
553693,2024-03-17 19:29:23,1.0,Lead Generation,
553693,2024-04-14 19:29:23,1.0,Lead Generation,Latasha Ross
553693,2024-04-20 19:29:23,3.0,Needs Assessment,Latasha Ross
553693,2024-05-09 19:29:23,4.0,Proposal/Quote Preparation,Latasha Ross
553693,2024-06-05 19:29:23,5.0,Negotiation,Latasha Ross
553693,2024-06-14 19:29:23,7.0,Implementation/Onboarding,Latasha Ross
554294,2024-07-09 01:32:03,1.0,Lead Generation,
554294,2024-07-23 01:32:03,1.0,Lead Generation,Isaiah King
554294,2024-08-01 01:32:03,2.0,Qualified lead,Isaiah King
554294,2024-08-13 06:38:53,1.0,Lead Generation,Isaiah King
554294,2024-08-29 01:32:03,3.0,Needs Assessment,Grace Jones
554294,2024-09-09 06:38:53,1.0,Lead Generation,Grace Jones
554294,2024-09-14 01:32:03,4.0,Proposal/Quote Preparation,Grace Jones
554294,2024-09-30 06:38:53,2.0,Qualified lead,Grace Jones
554294,2024-10-03 01:32:03,8.0,Follow-up/Customer Success,Grace Jones
554294,2024-10-20 06:38:53,6.0,Closing,Grace Jones
